spiderid;Family;temperature;day0;sex;death;mass;Lifespan
Oli4A13;Oli4A;C;29/06/2016;F;30/12/2016;6.4;184
Oli4A15;Oli4A;C;29/06/2016;M;30/11/2016;5.5;154
Oli4A17;Oli4A;C;29/06/2016;F;NA;5.3;#VALORE!
Oli4A19;Oli4A;C;29/06/2016;M;NA;NA;#VALORE!
Oli4A21;Oli4A;C;29/06/2016;M;15/12/2016;5.8;169
Oli4A23;Oli4A;C;29/06/2016;F;26/01/2017;6.6;211
Oli4A25;Oli4A;C;29/06/2016;M;NA;6.4;#VALORE!
Oli4A27;Oli4A;C;29/06/2016;M;02/02/2017;5.8;218
Oli4A29;Oli4A;C;29/06/2016;M;30/12/2016;6.5;184
Oli4A31;Oli4A;C;29/06/2016;M;11/12/2016;NA;165
Oli4A33;Oli4A;C;29/06/2016;M;NA;6.7;#VALORE!
Oli4A35;Oli4A;C;29/06/2016;M;28/02/2017;NA;244
Oli4A37;Oli4A;C;29/06/2016;M;06/12/2016;6.2;160
Oli4A39;Oli4A;C;29/06/2016;M;NA;5.2;#VALORE!
Oli4A41;Oli4A;C;29/06/2016;F;NA;5.2;#VALORE!
Oli4A43;Oli4A;C;29/06/2016;F;NA;5.8;#VALORE!
Oli4A45;Oli4A;C;29/06/2016;F;16/01/2017;6.5;201
Oli4A2;Oli4A;H;29/06/2016;F;08/11/2016;2.9;132
Oli4A4;Oli4A;H;29/06/2016;F;30/09/2016;NA;93
Oli4A6;Oli4A;H;29/06/2016;F;NA;NA;#VALORE!
Oli4A8;Oli4A;H;29/06/2016;F;08/11/2016;2.7;132
Oli4A12;Oli4A;H;29/06/2016;F;21/10/2016;2.4;114
Oli4A14;Oli4A;H;29/06/2016;F;22/08/2016;NA;54
Oli4A16;Oli4A;H;29/06/2016;F;29/09/2016;NA;92
Oli4A20;Oli4A;H;29/06/2016;F;26/10/2016;2.7;119
Oli4A22;Oli4A;H;29/06/2016;F;06/11/2016;3.6;130
Oli4A24;Oli4A;H;29/06/2016;F;24/01/2017;2.9;209
Oli4A26;Oli4A;H;29/06/2016;F;14/09/2016;NA;77
Oli4A28;Oli4A;H;29/06/2016;F;13/08/2016;NA;45
Oli4A30;Oli4A;H;29/06/2016;F;16/10/2016;2.4;109
Oli4A32;Oli4A;H;29/06/2016;F;20/09/2016;NA;83
Oli4A34;Oli4A;H;29/06/2016;F;NA;3.6;#VALORE!
Oli4A36;Oli4A;H;29/06/2016;F;26/12/2016;3.3;180
Oli4A38;Oli4A;H;29/06/2016;F;28/10/2016;1.9;121
Oli4A40;Oli4A;H;29/06/2016;F;28/10/2016;2;121
Oli4A42;Oli4A;H;29/06/2016;F;16/08/2016;NA;48
Oli4A44;Oli4A;H;29/06/2016;F;30/11/2016;3.3;154
Oli4A47;Oli4A;H;29/06/2016;F;14/11/2016;3.5;138
Oli4A48;Oli4A;H;29/06/2016;F;26/10/2016;2.2;119
Oli4A49;Oli4A;H;29/06/2016;F;16/10/2016;1.9;109
Oli4A50;Oli4A;H;29/06/2016;F;18/10/2016;2.6;111
AvoW11A1;AvoW11;C;28/07/2016;F;NA;5.5;#VALORE!
AvoW11A7;AvoW11;C;28/07/2016;M;15/12/2016;NA;140
AvoW11A15;AvoW11;C;28/07/2016;M;NA;NA;#VALORE!
AvoW11A17;AvoW11;C;28/07/2016;F;NA;7.1;#VALORE!
AvoW11A21;AvoW11;C;28/07/2016;M;NA;6.7;#VALORE!
AvoW11A25;AvoW11;C;28/07/2016;M;01/02/2017;6;188
AvoW11A29;AvoW11;C;28/07/2016;F;22/12/2016;5.8;147
AvoW11A33;AvoW11;C;28/07/2016;M;05/12/2016;NA;130
AvoW11A35;AvoW11;C;28/07/2016;M;20/12/2016;7.1;145
AvoW11A37;AvoW11;C;28/07/2016;M;NA;NA;#VALORE!
AvoW11A39;AvoW11;C;28/07/2016;M;22/11/2016;NA;117
AvoW11A43;AvoW11;C;28/07/2016;F;24/01/2017;6.8;180
AvoW11A47;AvoW11;C;28/07/2016;M;22/12/2016;NA;147
AvoW11A89;AvoW11;C;28/07/2016;F;26/10/2016;NA;90
AvoW11A135;AvoW11;C;28/07/2016;M;31/10/2016;NA;95
AvoW11A53;AvoW11;C;28/07/2016;F;NA;6.3;#VALORE!
AvoW11A4;AvoW11;H;28/07/2016;F;05/11/2016;NA;100
AvoW11A6;AvoW11;H;28/07/2016;F;07/11/2016;NA;102
AvoW11A8;AvoW11;H;28/07/2016;M;28/11/2016;5.4;123
AvoW11A10;AvoW11;H;28/07/2016;M;05/11/2016;NA;100
AvoW11A12;AvoW11;H;28/07/2016;F;16/11/2016;4;111
AvoW11A16;AvoW11;H;28/07/2016;F;03/01/2017;4.4;159
AvoW11A20;AvoW11;H;28/07/2016;F;21/12/2016;4.9;146
AvoW11A24;AvoW11;H;28/07/2016;M;NA;6.1;#VALORE!
AvoW11A32;AvoW11;H;28/07/2016;F;07/12/2016;4.4;132
AvoW11A34;AvoW11;H;28/07/2016;M;16/11/2016;NA;111
AvoW11A38;AvoW11;H;28/07/2016;F;15/12/2016;4.4;140
AvoW11A40;AvoW11;H;28/07/2016;F;22/11/2016;4.8;117
AvoW11A46;AvoW11;H;28/07/2016;F;22/12/2016;3.5;147
AvoW11A49;AvoW11;H;28/07/2016;M;26/10/2016;NA;90
AvoW11A144;AvoW11;H;28/07/2016;M;06/12/2016;NA;131
AvoW11A54;AvoW11;H;28/07/2016;F;14/11/2016;3.6;109
Oli2A3;Oli2A;C;19/07/2016;F;NA;5.9;#VALORE!
Oli2A5;Oli2A;C;19/07/2016;F;07/02/2017;7.4;203
Oli2A7;Oli2A;C;19/07/2016;F;22/11/2016;4;126
Oli2A9;Oli2A;C;19/07/2016;F;NA;6.2;#VALORE!
Oli2A11;Oli2A;C;19/07/2016;F;NA;5.3;#VALORE!
Oli2A15;Oli2A;C;19/07/2016;M;NA;7.2;#VALORE!
Oli2A19;Oli2A;C;19/07/2016;M;NA;NA;#VALORE!
Oli2A21;Oli2A;C;19/07/2016;F;NA;7;#VALORE!
Oli2A23;Oli2A;C;19/07/2016;M;NA;7.3;#VALORE!
Oli2A25;Oli2A;C;19/07/2016;F;01/03/2017;7.9;225
Oli2A27;Oli2A;C;19/07/2016;M;27/10/2016;NA;100
Oli2A29;Oli2A;C;19/07/2016;F;NA;6;#VALORE!
Oli2A33;Oli2A;C;19/07/2016;F;NA;6.1;#VALORE!
Oli2A35;Oli2A;C;19/07/2016;F;NA;6.4;#VALORE!
Oli2A37;Oli2A;C;19/07/2016;F;NA;6.7;#VALORE!
Oli2A39;Oli2A;C;19/07/2016;F;NA;6.1;#VALORE!
Oli2A41;Oli2A;C;19/07/2016;F;NA;5.9;#VALORE!
Oli2A43;Oli2A;C;19/07/2016;F;NA;6.2;#VALORE!
Oli2A45;Oli2A;C;19/07/2016;F;16/01/2017;7.4;181
Oli2A47;Oli2A;C;19/07/2016;F;NA;5.5;#VALORE!
Oli2A48;Oli2A;C;19/07/2016;F;18/12/2016;5.6;152
Oli2A49;Oli2A;C;19/07/2016;F;24/12/2016;6.9;158
Oli2A2;Oli2A;H;19/07/2016;F;20/12/2016;4.1;154
Oli2A4;Oli2A;H;19/07/2016;F;25/10/2016;NA;98
Oli2A6;Oli2A;H;19/07/2016;F;09/11/2016;NA;113
Oli2A8;Oli2A;H;19/07/2016;F;29/11/2016;4.1;133
Oli2A10;Oli2A;H;19/07/2016;F;22/11/2016;2.6;126
Oli2A12;Oli2A;H;19/07/2016;M;NA;4.5;#VALORE!
Oli2A14;Oli2A;H;19/07/2016;F;02/12/2016;3.2;136
Oli2A16;Oli2A;H;19/07/2016;F;22/10/2016;NA;95
Oli2A18;Oli2A;H;19/07/2016;F;29/10/2016;NA;102
Oli2A20;Oli2A;H;19/07/2016;M;04/11/2016;NA;108
Oli2A22;Oli2A;H;19/07/2016;M;13/11/2016;NA;117
Oli2A24;Oli2A;H;19/07/2016;F;16/11/2016;NA;120
Oli2A26;Oli2A;H;19/07/2016;F;24/11/2016;2.7;128
Oli2A28;Oli2A;H;19/07/2016;F;19/11/2016;2.8;123
Oli2A30;Oli2A;H;19/07/2016;F;11/11/2016;NA;115
Oli2A32;Oli2A;H;19/07/2016;F;01/11/2016;NA;105
Oli2A34;Oli2A;H;19/07/2016;F;29/11/2016;3.5;133
Oli2A36;Oli2A;H;19/07/2016;F;08/11/2016;NA;112
Oli2A38;Oli2A;H;19/07/2016;F;24/10/2016;NA;97
Oli2A40;Oli2A;H;19/07/2016;F;24/11/2016;3.1;128
Oli2A42;Oli2A;H;19/07/2016;F;27/11/2016;2.8;131
Oli2A44;Oli2A;H;19/07/2016;F;16/11/2016;NA;120
Oli2A50;Oli2A;H;19/07/2016;F;13/12/2016;3.1;147
AvoC14A31;AvoC1;C;30/08/2016;M;NA;NA;#VALORE!
AvoC14A17;AvoC1;C;30/08/2016;F;17/01/2017;5.4;140
AvoC14A27;AvoC1;C;30/08/2016;M;19/12/2016;NA;111
AvoC14A87;AvoC1;C;30/08/2016;M;31/12/2017;NA;488
AvoC14A89;AvoC1;C;30/08/2016;M;NA;NA;#VALORE!
AvoC14A90;AvoC1;H;30/08/2016;M;27/10/2016;NA;58
AvoC14A70;AvoC1;H;30/08/2016;F;01/12/2016;2.5;93
AvoC14A86;AvoC1;H;30/08/2016;F;19/11/2016;2.4;81
AvoC14A66;AvoC1;H;30/08/2016;F;06/12/2016;3.5;98
AvoC14A28;AvoC1;H;30/08/2016;F;28/01/2017;3.8;151
AvoC14A94;AvoC1;H;30/08/2016;M;31/10/2016;NA;62
GCC4A1;GCC4A;C;07/08/2016;M;05/12/2016;NA;120
GCC4A5;GCC4A;C;07/08/2016;F;16/01/2017;4.9;162
GCC4A15;GCC4A;C;07/08/2016;F;14/02/2017;5.6;191
GCC4A17;GCC4A;C;07/08/2016;F;17/01/2017;5.6;163
GCC4A23;GCC4A;C;07/08/2016;F;10/01/2017;4.5;156
GCC4A25;GCC4A;C;07/08/2016;F;11/12/2016;4.5;126
GCC4A29;GCC4A;C;07/08/2016;M;06/12/2016;NA;121
GCC4A33;GCC4A;C;07/08/2016;F;16/11/2016;NA;101
GCC4A35;GCC4A;C;07/08/2016;F;11/12/2016;5.3;126
GCC4A47;GCC4A;C;07/08/2016;M;30/12/2016;NA;145
GCC4A61;GCC4A;C;07/08/2016;M;09/12/2016;NA;124
GCC4A63;GCC4A;C;07/08/2016;M;30/01/2017;5.6;176
GCC4A71;GCC4A;C;07/08/2016;F;NA;5.1;#VALORE!
GCC4A77;GCC4A;C;07/08/2016;M;03/12/2016;NA;118
GCC4A81;GCC4A;C;07/08/2016;F;03/12/2016;4.4;118
GCC4A10;GCC4A;H;07/08/2016;F;27/11/2016;2.5;112
GCC4A62;GCC4A;H;07/08/2016;F;NA;NA;#VALORE!
GCC4A70;GCC4A;H;07/08/2016;F;11/11/2016;NA;96
GCC4A36;GCC4A;H;07/08/2016;F;26/12/2016;2.8;141
GCC4A2;GCC4A;H;07/08/2016;F;20/11/2016;NA;105
GCC4A18;GCC4A;H;07/08/2016;F;01/12/2016;2.9;116
GCC4A48;GCC4A;H;07/08/2016;F;29/11/2016;1.2;114
GCC4A64;GCC4A;H;07/08/2016;F;28/11/2016;2.3;113
GCC4A82;GCC4A;H;07/08/2016;F;16/11/2016;NA;101
GCC4A84;GCC4A;H;07/08/2016;F;06/12/2016;1.9;121
GCC4A86;GCC4A;H;07/08/2016;F;08/11/2016;NA;93
GCC4A92;GCC4A;H;07/08/2016;F;10/11/2016;NA;95
GCC4A98;GCC4A;H;07/08/2016;F;18/11/2016;NA;103
GCC4A76;GCC4A;H;07/08/2016;F;16/11/2016;NA;101
